speed,v,v_lo,v_hi,a,a_lo,a_hi,w,w_lo,w_hi,t0_ms,t0_ms_lo,t0_ms_hi
0,-1.7056088498753585,-2.665493041385428,-0.8691900286711922,0.5396559703930568,0.4693507273051471,0.6068061343827045,0.5456661056207918,0.5124702265049634,0.580057152031886,378.92342131243936,361.8975748599499,392.9387122740805
75,2.9312796332303286,2.1957156758162384,3.5849125609674624,0.5497605864494652,0.494723019535245,0.6009053843805116,0.3663223757042908,0.34191337098483926,0.389459256540729,179.82773169469908,179.2677117556585,180.4101209909484
150,2.025613515261423,1.3750016711144313,2.7306820987598264,0.6196629877688214,0.5662637177223654,0.6774359615495442,0.3726889674470283,0.34850900334862234,0.39476511033708245,168.92638558591415,168.20689603707106,169.6739227729974
