trial,response_time,accuracy,decision_time,choice,final_evidence
220,1.2709999999999984,1,1.0209999999999984,1,1.0266632151976207
221,0.6740000000000004,1,0.4240000000000003,-1,-1.0005129089042015
222,0.7410000000000003,1,0.4910000000000004,-1,-1.0037387229405577
223,1.1930000000000007,1,0.9430000000000007,1,1.0274228067708626
224,0.5080000000000002,1,0.2580000000000002,-1,-1.012868437882229
225,2.196999999999896,0,1.9469999999998964,-1,-1.0077987554855852
226,0.8030000000000004,0,0.5530000000000004,1,1.0171434090792013
227,0.4710000000000002,1,0.22100000000000017,-1,-1.0094880889093139
228,0.8710000000000004,1,0.6210000000000004,-1,-1.0123860477080098
229,0.9140000000000005,1,0.6640000000000005,1,1.0190638495034225
230,3.25,0,3.0,0,0.4890816018309275
231,1.0820000000000007,0,0.8320000000000006,-1,-1.0216289990896852
232,0.4800000000000002,1,0.23000000000000018,1,1.0556378580737371
233,1.6479999999999568,1,1.3979999999999568,1,1.0003400180819235
234,1.0820000000000007,1,0.8320000000000006,1,1.0266324915110558
235,2.747999999999836,0,2.497999999999836,1,1.00457235348456
236,0.9430000000000005,1,0.6930000000000005,-1,-1.023264606579841
237,1.1170000000000007,1,0.8670000000000007,1,1.0328954351593298
238,1.2430000000000008,1,0.9930000000000008,1,1.0276216463811523
239,0.3520000000000001,1,0.10200000000000008,1,1.0341658769206992
240,0.5790000000000002,0,0.32900000000000024,-1,-1.0107486602499849
241,0.5700000000000003,1,0.32000000000000023,1,1.032253437644577
242,0.6340000000000003,0,0.3840000000000003,-1,-1.0264810516591745
243,0.5600000000000003,0,0.3100000000000002,-1,-1.0161867675196912
244,1.6869999999999525,1,1.4369999999999525,1,1.0436467913547887
245,0.5250000000000001,0,0.2750000000000002,-1,-1.0043651374673497
246,1.6929999999999519,0,1.4429999999999519,1,1.0215605760852968
247,0.9970000000000006,1,0.7470000000000006,1,1.0156540130058778
248,0.9240000000000005,1,0.6740000000000005,1,1.0479602926370009
249,1.4509999999999785,0,1.2009999999999785,-1,-1.0105265872910443
250,0.8910000000000005,1,0.6410000000000005,1,1.0181691349970323
251,0.6440000000000003,1,0.3940000000000003,1,1.0015964649577551
252,1.0860000000000007,1,0.8360000000000006,1,1.04773037161864
253,2.3359999999998813,1,2.0859999999998813,-1,-1.0012723035527815
254,1.1240000000000006,1,0.8740000000000007,-1,-1.0018187464720067
255,0.8200000000000004,1,0.5700000000000004,1,1.011490909924153
256,3.25,0,3.0,0,0.16910342698832348
257,3.25,0,3.0,0,-0.18253582147474445
258,0.9620000000000005,1,0.7120000000000005,-1,-1.0091255087782744
259,0.6790000000000003,1,0.4290000000000003,1,1.0054261343587159
260,1.864999999999933,1,1.614999999999933,-1,-1.0248326420081089
261,0.7500000000000003,1,0.5000000000000003,1,1.00574750201053
262,0.9120000000000005,0,0.6620000000000005,-1,-1.0539026125099045
263,0.5890000000000002,1,0.33900000000000025,-1,-1.0131013000298281
264,2.61899999999985,0,2.36899999999985,-1,-1.0030385007494749
265,0.6750000000000003,0,0.4250000000000003,-1,-1.0231107201067549
266,1.1930000000000007,0,0.9430000000000007,1,1.0303884563076624
267,1.2180000000000009,1,0.9680000000000007,1,1.0025052690403327
268,0.8630000000000004,0,0.6130000000000004,-1,-1.036619752780621
269,0.43300000000000016,0,0.18300000000000013,-1,-1.0295100780101945
270,1.0130000000000006,1,0.7630000000000006,1,1.0022773177419209
271,1.1710000000000007,1,0.9210000000000007,-1,-1.02327185502434
272,0.6430000000000002,1,0.3930000000000003,1,1.0211070233803454
273,0.3880000000000001,1,0.1380000000000001,-1,-1.0414274793504235
274,0.5490000000000002,1,0.2990000000000002,-1,-1.0411524605924423
275,1.1820000000000008,1,0.9320000000000007,-1,-1.0015343443162623
276,0.5010000000000001,0,0.25100000000000017,-1,-1.003549474843176
277,1.6159999999999604,1,1.3659999999999604,-1,-1.002070454308222
278,0.7970000000000004,1,0.5470000000000004,1,1.0132454290872717
279,0.7600000000000003,1,0.5100000000000003,1,1.0081237918106598
280,1.1600000000000006,1,0.9100000000000007,-1,-1.0150468711368892
281,0.9780000000000005,1,0.7280000000000005,1,1.0002033468414908
282,2.656999999999846,1,2.406999999999846,1,1.0257868777033825
283,0.6990000000000003,1,0.44900000000000034,1,1.0505301492479941
284,3.25,0,3.0,0,0.40927973285376457
285,0.5630000000000002,0,0.3130000000000002,-1,-1.01600604857023
286,1.1700000000000008,0,0.9200000000000007,1,1.0118885657889156
287,1.545999999999968,1,1.295999999999968,1,1.0030808856110318
288,0.4890000000000002,1,0.23900000000000018,1,1.0024562155382422
289,1.9929999999999188,1,1.7429999999999188,-1,-1.013838499706348
290,0.5150000000000001,1,0.2650000000000002,-1,-1.0201182855186601
291,0.4970000000000002,1,0.2470000000000002,1,1.0279151324963745
292,3.25,0,3.0,0,-0.34405784271196704
293,2.0369999999999138,1,1.786999999999914,1,1.0042571087015775
294,1.1860000000000008,1,0.9360000000000007,1,1.0027073320844058
295,1.2550000000000001,1,1.0050000000000001,-1,-1.0539727732985473
296,0.8590000000000004,0,0.6090000000000004,-1,-1.021892928702322
297,0.6050000000000002,1,0.35500000000000026,-1,-1.0091633425867235
298,1.0620000000000007,1,0.8120000000000006,1,1.0134837469395273
299,1.6079999999999612,1,1.3579999999999612,1,1.0021599779789057
300,0.8150000000000004,0,0.5650000000000004,-1,-1.0310097323556229
301,0.7240000000000004,1,0.47400000000000037,-1,-1.0282626906126613
302,0.8390000000000004,1,0.5890000000000004,1,1.0157243698126837
303,0.39500000000000013,0,0.1450000000000001,1,1.004251134999395
304,1.581999999999964,1,1.331999999999964,1,1.0008861001603984
305,2.2679999999998888,1,2.0179999999998888,1,1.0094382530041364
306,0.7740000000000004,1,0.5240000000000004,1,1.0146994769764979
307,1.9329999999999254,1,1.6829999999999254,1,1.0150548832890878
308,0.7780000000000004,1,0.5280000000000004,1,1.0077102710818822
309,1.7129999999999497,1,1.4629999999999497,1,1.0134588858169968
310,1.4089999999999832,0,1.1589999999999832,-1,-1.008469400404139
311,1.0060000000000007,1,0.7560000000000006,1,1.025325964047228
312,1.1160000000000005,1,0.8660000000000007,1,1.005964739164751
313,0.6740000000000004,0,0.4240000000000003,1,1.0065229309215173
314,0.43500000000000016,1,0.18500000000000014,1,1.0256287707843224
315,0.9420000000000005,0,0.6920000000000005,-1,-1.0228815245948948
316,1.6489999999999567,1,1.3989999999999567,1,1.0063283112764168
317,1.392999999999985,1,1.142999999999985,1,1.002895686801995
318,1.1500000000000008,0,0.9000000000000007,-1,-1.0105625630402957
319,2.5599999999998566,0,2.3099999999998566,-1,-1.0174725721320905
320,1.6119999999999608,1,1.3619999999999608,1,1.013170253879753
321,0.5800000000000003,1,0.33000000000000024,1,1.0258123461549478
322,0.8900000000000005,1,0.6400000000000005,1,1.0047998322880807
323,1.4539999999999782,1,1.2039999999999782,1,1.0043220146828011
324,0.9290000000000005,1,0.6790000000000005,1,1.0148945183747191
325,1.0080000000000005,0,0.7580000000000006,-1,-1.0030021365463195
326,1.5809999999999642,1,1.3309999999999642,1,1.0218073247453634
327,0.6320000000000003,1,0.3820000000000003,-1,-1.032831550696078
328,0.5400000000000003,1,0.2900000000000002,1,1.0014591477932298
329,0.5020000000000002,1,0.25200000000000017,1,1.0027732490114822
330,3.25,0,3.0,0,0.1110919747768191
331,1.2090000000000007,0,0.9590000000000007,-1,-1.0058135841193927
332,0.7410000000000003,1,0.4910000000000004,-1,-1.002778953908555
333,1.0290000000000006,1,0.7790000000000006,1,1.0312711729130186
334,1.364999999999988,0,1.114999999999988,-1,-1.0101343707251191
335,0.7150000000000003,1,0.46500000000000036,1,1.0140526443033162
336,1.1210000000000007,1,0.8710000000000007,1,1.0133148582798805
337,1.5209999999999708,1,1.2709999999999708,1,1.010021250555664
338,0.7820000000000004,1,0.5320000000000004,1,1.0109011683889244
339,0.40100000000000013,0,0.1510000000000001,1,1.001233195500673
340,2.6239999999998496,0,2.3739999999998496,-1,-1.0150314201587953
341,0.9800000000000005,1,0.7300000000000005,-1,-1.0212456962876832
342,0.7720000000000004,0,0.5220000000000004,-1,-1.003900103161779
343,0.5260000000000002,1,0.2760000000000002,1,1.0705241773558418
344,1.0060000000000007,1,0.7560000000000006,-1,-1.0036798125387258
345,0.5790000000000002,1,0.32900000000000024,-1,-1.082976072727001
346,1.8779999999999315,0,1.6279999999999315,-1,-1.0241584639545347
347,2.6599999999998456,1,2.4099999999998456,1,1.0142976996329809
348,0.9770000000000005,0,0.7270000000000005,1,1.0119997853261893
349,0.8060000000000004,1,0.5560000000000004,1,1.0010689008211495
350,1.2350000000000008,1,0.9850000000000008,1,1.0292811952419718
351,1.3309999999999917,1,1.0809999999999917,1,1.0006384600292908
352,0.6570000000000003,1,0.4070000000000003,1,1.010634343982736
353,1.2310000000000008,1,0.9810000000000008,1,1.010532813886104
354,0.6640000000000004,1,0.4140000000000003,1,1.0055688801823555
355,1.2869999999999966,1,1.0369999999999966,-1,-1.0461135602754053
356,0.4740000000000002,0,0.22400000000000017,-1,-1.0143193023599089
357,0.6890000000000003,1,0.43900000000000033,1,1.0265884177548017
358,1.364999999999988,1,1.114999999999988,-1,-1.0140397103486165
359,0.8910000000000005,0,0.6410000000000005,1,1.0120968975504157
360,3.25,0,3.0,0,-0.3594279147258038
361,0.5820000000000003,1,0.33200000000000024,1,1.0294214423983703
362,1.6479999999999568,1,1.3979999999999568,1,1.0161668886820592
363,0.4590000000000002,1,0.20900000000000016,1,1.0124760391042418
364,0.4970000000000002,1,0.2470000000000002,-1,-1.037465162617192
365,0.6430000000000002,1,0.3930000000000003,1,1.0233716283440981
366,0.5140000000000002,1,0.2640000000000002,1,1.0020822877487399
367,0.4720000000000002,1,0.22200000000000017,-1,-1.0201190951674082
368,1.7679999999999436,1,1.5179999999999436,-1,-1.0055162220035603
369,0.6270000000000002,1,0.3770000000000003,1,1.0011140105760359
370,0.6330000000000002,1,0.3830000000000003,1,1.0009784862355025
371,0.43800000000000017,1,0.18800000000000014,1,1.0165073811729741
372,0.7220000000000004,0,0.47200000000000036,-1,-1.0011989006776973
373,1.2180000000000009,1,0.9680000000000007,1,1.0354257539177047
374,1.89099999999993,0,1.64099999999993,-1,-1.0091823375765994
375,0.42200000000000015,0,0.17200000000000013,-1,-1.0580693296022832
376,2.088999999999908,0,1.8389999999999083,-1,-1.0196014225047654
377,3.25,0,3.0,0,0.3961238677993052
378,1.9519999999999234,1,1.7019999999999234,-1,-1.032674548892702
379,0.7200000000000004,1,0.47000000000000036,1,1.0457368087464722
380,2.456999999999868,1,2.206999999999868,1,1.0123338067383654
381,1.0310000000000006,0,0.7810000000000006,-1,-1.0307303733037523
382,0.9460000000000005,1,0.6960000000000005,1,1.0006079826283436
383,1.1350000000000007,1,0.8850000000000007,1,1.0465443680488002
384,1.4149999999999825,0,1.1649999999999825,1,1.0221694502939398
385,1.3359999999999912,0,1.0859999999999912,-1,-1.002367492013912
386,1.3699999999999875,1,1.1199999999999875,1,1.0264437576558267
387,0.5250000000000001,1,0.2750000000000002,1,1.009187845709021
388,1.1980000000000008,1,0.9480000000000007,1,1.0350887300952218
389,2.993999999999809,1,2.743999999999809,1,1.0199207404743402
390,0.5810000000000002,1,0.33100000000000024,1,1.0036967050691696
391,0.5230000000000001,1,0.2730000000000002,1,1.008974423521684
392,0.6660000000000004,0,0.4160000000000003,-1,-1.0273246636028894
393,0.9080000000000005,1,0.6580000000000005,1,1.0218415286447071
394,2.185999999999898,0,1.9359999999998976,-1,-1.0009995745352438
395,1.0590000000000006,1,0.8090000000000006,1,1.0266836747198398
396,0.6850000000000003,1,0.43500000000000033,1,1.01497589227132
397,2.245999999999891,0,1.995999999999891,1,1.0000340319691647
398,1.1750000000000007,1,0.9250000000000007,1,1.015379219885991
399,2.0719999999999104,1,1.8219999999999101,1,1.0072118644422345
400,0.5470000000000002,1,0.2970000000000002,-1,-1.0018788667161236
401,1.0760000000000005,0,0.8260000000000006,1,1.0150471162981467
402,0.6340000000000003,1,0.3840000000000003,1,1.00542161979502
403,0.6850000000000003,1,0.43500000000000033,-1,-1.014875181448598
404,1.2969999999999955,0,1.0469999999999955,1,1.0202512327706446
405,2.1499999999999018,1,1.8999999999999015,-1,-1.026321858104244
406,0.9190000000000005,0,0.6690000000000005,-1,-1.0430088391116559
407,1.4349999999999803,0,1.1849999999999803,-1,-1.0410572480423883
408,1.809999999999939,0,1.559999999999939,-1,-1.0087359121432153
409,0.3580000000000001,1,0.10800000000000008,1,1.0236340289449275
410,0.7550000000000003,1,0.5050000000000003,1,1.0438074504333845
411,0.5810000000000002,1,0.33100000000000024,1,1.0175943139869177
412,0.8340000000000004,1,0.5840000000000004,1,1.011395412457896
413,0.6560000000000004,1,0.4060000000000003,1,1.0235642162194767
414,1.2699999999999985,1,1.0199999999999985,1,1.002446262503852
415,0.9750000000000005,1,0.7250000000000005,1,1.0048794687158031
416,1.0500000000000007,0,0.8000000000000006,1,1.0147068782458966
417,1.5039999999999727,1,1.2539999999999727,1,1.031109337812832
418,0.8630000000000004,1,0.6130000000000004,1,1.0071026079479695
419,0.7020000000000004,0,0.45200000000000035,-1,-1.0063398788646911
